task_id,family,application,players,replicate,budget,method,mse,data_sha256,source_evidence
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,15,64,ShaplEIG,6.492564667078115e-06,f4b6308e17d8ebf09523f5579a00d69c85903afc751b10e34406a47397d16cfd,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,16,16,ShaplEIG,0.0033669279345380936,e4c972537eef2739b0d8a921ae1ec412ea1d00ad8b30ca92a41e655af730d8ff,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,16,24,ShaplEIG,0.002196265374557864,e4c972537eef2739b0d8a921ae1ec412ea1d00ad8b30ca92a41e655af730d8ff,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,16,32,ShaplEIG,2.9253272084290122e-06,e4c972537eef2739b0d8a921ae1ec412ea1d00ad8b30ca92a41e655af730d8ff,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,16,48,ShaplEIG,4.587788176357647e-06,e4c972537eef2739b0d8a921ae1ec412ea1d00ad8b30ca92a41e655af730d8ff,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,16,64,ShaplEIG,5.001904302390121e-06,e4c972537eef2739b0d8a921ae1ec412ea1d00ad8b30ca92a41e655af730d8ff,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,17,16,ShaplEIG,0.015620503413325113,f508a3fab86ab4d04dcbaa65f2e2de19a94a14927f61e687127c567c19580824,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,17,24,ShaplEIG,0.010831414418837797,f508a3fab86ab4d04dcbaa65f2e2de19a94a14927f61e687127c567c19580824,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,17,32,ShaplEIG,0.005035806812753757,f508a3fab86ab4d04dcbaa65f2e2de19a94a14927f61e687127c567c19580824,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,17,48,ShaplEIG,4.138424228757287e-06,f508a3fab86ab4d04dcbaa65f2e2de19a94a14927f61e687127c567c19580824,.openresearch/artifacts/claim_3/dv10_raw.csv
