application,replicate,budget,method,mse,efficiency_error,data_sha256
ImageNet ViT-9 local explanation,18,32,SVARM,0.04017461601962075,1.3201979591599038,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,UnbiasedKernelSHAP,0.036093805376821185,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,PermutationSampling,0.013781081767405334,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,RegressionMSR,0.009603349389589217,4.1090788727160543e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,LeverageSHAP,0.01857634635469493,3.3306690738754696e-16,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,ShaplEIG,0.0012812882355697872,4.08322142964046e-05,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,ShaplEIG-fixed,0.002909416720781079,8.697732774343159e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,GP-random,0.0020063141885397155,3.0289409448380766e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,GP-uncertainty,0.0008309108325603149,3.6400930492064276e-08,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,GP-LeverageSHAP,0.009995080433163349,0.00021670416572106,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,KernelSHAP,0.028318405626953695,1.904522539675213e-09,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,SVARM,0.02649566436883762,0.9073023252522929,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,UnbiasedKernelSHAP,0.03221199518099051,1.1102230246251565e-16,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,PermutationSampling,0.014899316719609063,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,RegressionMSR,0.007417928841011843,8.547158358851448e-08,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,48,LeverageSHAP,0.02831841097041026,1.1102230246251565e-16,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,ShaplEIG,0.0008588577070218514,7.341634995861046e-05,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,ShaplEIG-fixed,0.0012271296092546428,4.5049340543501515e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,GP-random,0.0019478794049549665,9.966347424006372e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,GP-uncertainty,0.0007269211650980328,3.925425515749481e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,GP-LeverageSHAP,0.0009311421682339788,4.98721010810943e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,KernelSHAP,0.010642173155242936,2.5698485561775897e-09,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,SVARM,0.008554820290863884,0.4206914039822447,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,UnbiasedKernelSHAP,0.014768079960271368,1.1102230246251565e-16,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,PermutationSampling,0.006990399376024327,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,RegressionMSR,0.0013244269256421186,1.2984264685655944e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,64,LeverageSHAP,0.010642173520674404,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,19,16,ShaplEIG,0.0023735453247456743,7.991969882548133e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,ShaplEIG-fixed,0.0045175363157197515,7.49181407577737e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,GP-random,0.0014128742806493323,2.1205663602863467e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,GP-uncertainty,0.003697210864235389,4.210245485580799e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,GP-LeverageSHAP,0.01414839118027069,4.5883493016152244e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,KernelSHAP,0.04091635482986626,1.2307951324785904e-09,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,SVARM,0.041046310389035515,1.4209751449180419,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,UnbiasedKernelSHAP,0.06976002686390578,2.220446049250313e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,PermutationSampling,0.03332056276494974,0.0,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,RegressionMSR,0.012437458724355819,3.270615707151592e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,16,LeverageSHAP,0.04015552955538361,1.3322676295501878e-15,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,ShaplEIG,0.000468449138992832,9.721695569675504e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,ShaplEIG-fixed,0.0014528437783462216,3.155085934847257e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,GP-random,0.0009840651104666154,1.4644815693465318e-08,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,GP-uncertainty,0.0032252218161091173,3.03013476976588e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,GP-LeverageSHAP,0.0010282613931546429,2.1654168826934495e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,KernelSHAP,0.015011809300527586,1.1027090351944935e-09,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,SVARM,0.03761579843669722,1.3761582811183772,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,UnbiasedKernelSHAP,0.05392854784878423,3.3306690738754696e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,PermutationSampling,0.015350468195763599,0.0,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,RegressionMSR,0.010329569429412556,1.1869178706547245e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,24,LeverageSHAP,0.015011791728107697,4.440892098500626e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,ShaplEIG,0.00040606202805603,3.2102631433161832e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,ShaplEIG-fixed,0.0010027010623924416,5.795505235717258e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,GP-random,0.0005834968552710759,6.616914647317174e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,GP-uncertainty,0.0016622616005748027,1.9144712293250876e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,GP-LeverageSHAP,0.000763017987954508,7.904560988092335e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,KernelSHAP,0.0032418213839014473,1.0031226960194317e-09,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,SVARM,0.027078844522089373,1.1922094088310962,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,UnbiasedKernelSHAP,0.027908047627846353,2.220446049250313e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,PermutationSampling,0.005974725226349924,1.1102230246251565e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,RegressionMSR,0.0055101040097849776,5.327528924681246e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,32,LeverageSHAP,0.0032418204522080773,1.1102230246251565e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,ShaplEIG,0.00022495306151552137,2.674719504103251e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,ShaplEIG-fixed,0.0003518509893073338,6.0685765704837635e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,GP-random,0.0009695873956223845,1.3375142449145727e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,GP-uncertainty,0.00041041592651631996,1.4945984315728467e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,GP-LeverageSHAP,0.0009376054409696136,3.4532484586735634e-05,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,KernelSHAP,0.0025356338989537155,1.294517271155371e-09,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,SVARM,0.017684990304604464,0.905994218425451,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,UnbiasedKernelSHAP,0.01317212054887406,2.220446049250313e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,PermutationSampling,0.0026270238099082343,0.0,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,RegressionMSR,0.005985600799685253,3.36854100058126e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,48,LeverageSHAP,0.0025356338696063373,0.0,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,ShaplEIG,0.00037907699766400534,4.305062042742058e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,ShaplEIG-fixed,0.00025666601338193115,4.928748174370945e-06,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,GP-random,0.0006323519434822544,5.205461195423311e-08,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,GP-uncertainty,0.0001699445677419365,9.792427114740931e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,GP-LeverageSHAP,0.0013742961132747105,2.188439136285858e-05,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,KernelSHAP,0.0015483828177633285,1.7888432957136047e-09,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,SVARM,0.010788886229928688,0.639682037141061,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,UnbiasedKernelSHAP,0.006487066739011435,0.0,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,PermutationSampling,0.0018705971872448575,1.1102230246251565e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,RegressionMSR,0.0005634380053549607,3.272148205724079e-07,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,19,64,LeverageSHAP,0.001548383074923663,2.220446049250313e-16,34668fd7b60eb1764423702a95dad87cff34629b01ff64d9bbe8b388742d546c
ImageNet ViT-9 local explanation,20,16,ShaplEIG,0.02661211191280824,2.1703916264215195e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,ShaplEIG-fixed,0.006239965746067019,2.2732986493245733e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,GP-random,0.030346315019373307,1.786121999414192e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,GP-uncertainty,0.005069256647442379,6.18779043481954e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,GP-LeverageSHAP,0.0363600357215421,7.938533286289129e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,KernelSHAP,0.024848683618679288,2.6129973740296464e-09,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,SVARM,0.02536557427699657,1.2083468679136584,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,UnbiasedKernelSHAP,0.031926901980927874,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,PermutationSampling,0.04974468288606203,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,RegressionMSR,0.014637778096948951,9.575978765496984e-08,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,16,LeverageSHAP,0.011961485196377675,1.1102230246251565e-16,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,ShaplEIG,0.0042893277634785,2.126373898403422e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,ShaplEIG-fixed,0.0015509957177995057,7.722161463052934e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,GP-random,0.017100394193680743,5.415215239557014e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,GP-uncertainty,0.0022647826521809693,3.27431927127364e-08,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,GP-LeverageSHAP,0.004329564160397492,0.00012127607993661638,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,KernelSHAP,0.06233227254555134,3.1789061383236117e-09,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,SVARM,0.04818650756988399,1.2245902880474908,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,UnbiasedKernelSHAP,0.01897485845332587,2.220446049250313e-16,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,PermutationSampling,0.04840457971170458,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,RegressionMSR,0.00431472027457317,1.3602493709186092e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,24,LeverageSHAP,0.062332295735778045,1.7763568394002505e-15,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,ShaplEIG,0.0029919595846905644,3.036803200018312e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,ShaplEIG-fixed,0.0011117633615848287,5.751009395593698e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,GP-random,0.003975726991195808,1.7875090775332225e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,GP-uncertainty,0.003193115920104812,5.998004897200815e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,GP-LeverageSHAP,0.005091911027192558,0.00012927682239560756,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,KernelSHAP,0.0054089829255114,4.6507930839823075e-09,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,SVARM,0.029966418141673515,0.8564317692624173,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,UnbiasedKernelSHAP,0.01649113820616357,3.3306690738754696e-16,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,PermutationSampling,0.026176799346238636,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,RegressionMSR,0.004325930084714658,5.012379914459686e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,32,LeverageSHAP,0.005408980998159375,3.3306690738754696e-16,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,ShaplEIG,0.0029669523898243773,5.004896830418382e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,ShaplEIG-fixed,0.0012341876336087287,5.6518200286515e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,GP-random,0.002643920882508414,4.016828417663376e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,GP-uncertainty,0.001911172738389289,2.548900761567552e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,GP-LeverageSHAP,0.0026353283976789914,3.266502788790149e-05,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,KernelSHAP,0.005340508758247268,5.415073500714129e-09,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,SVARM,0.020778489110407597,0.5341057679557975,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,UnbiasedKernelSHAP,0.02117690234927723,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,PermutationSampling,0.007051662055109308,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,RegressionMSR,0.004444045382208127,1.269650057311722e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,48,LeverageSHAP,0.0053405078798156504,0.0,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,64,ShaplEIG,0.0006861520035016094,9.178630488992923e-08,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,64,ShaplEIG-fixed,0.0008381845749999101,7.448328597892129e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,64,GP-random,0.00023875719981367519,6.540344089644989e-07,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,64,GP-uncertainty,0.0016176183043145453,1.0906027261281537e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
ImageNet ViT-9 local explanation,20,64,GP-LeverageSHAP,0.0018335925781023566,1.2004434929435703e-06,2cb01699e6e9ef37a47738d500ccb5b286e0004e1bdf24e1c25074e5bad44021
